Season,Team,Acquired,Relinquished,Notes,Unnamed: 5,Unnamed: 6,Unnamed: 7,Date,Player,player_clean_extracted
2023,49ers,,ross dwelley,placed on ir with ankle injury,,,,1/6/2024,,ross dwelley
2023,Bears,,lucas patrick,placed on ir with calf injury,,,,1/6/2024,,lucas patrick
2023,Broncos,,mike mcglinchey,placed on ir with rib injury,,,,1/6/2024,,mike mcglinchey
2023,Chargers,,justin hollins,placed on ir with shoulder injury,,,,1/6/2024,,justin hollins
2023,Dolphins,,bradley chubb,placed on ir with torn acl in knee,,,,1/6/2024,,bradley chubb
2023,Giants,,jason pinnock,placed on ir with toe injury,,,,1/6/2024,,jason pinnock
2023,Jaguars,,jamal agnew,placed on ir with fractured lower leg,,,,1/6/2024,,jamal agnew
2023,Jets,,jake hanson,placed on ir with concussion,,,,1/6/2024,,jake hanson
2023,Jets,,jeremy ruckert,placed on ir with concussion,,,,1/6/2024,,jeremy ruckert
2023,Jets,,zach wilson kapono,placed on ir with concussion,,,,1/6/2024,,zach wilson kapono
2023,Packers,,johnathan ford  rudy ford,placed on ir with hamstring injury,,,,1/6/2024,,johnathan ford rudy ford
2023,Patriots,,hunter henry,placed on ir with knee injury,,,,1/6/2024,,hunter henry
2023,Raiders,,michael mayer,placed on ir with toe injury,,,,1/6/2024,,michael mayer
2023,Titans,,colton dowell,placed on ir with torn acl in knee,,,,1/6/2024,,colton dowell
2023,Vikings,,jalen nailor,placed on ir with concussion,,,,1/6/2024,,jalen nailor
2023,Dolphins,,andrew van ginkel,placed on ir with foot injury (out for season),,,,1/9/2024,,andrew van ginkel
2023,Dolphins,,cameron goode,placed on ir with patellar injury (out for season),,,,1/9/2024,,cameron goode
2023,Dolphins,,jerome baker,placed on ir recovering from surgery on wrist (out for season),,,,1/9/2024,,jerome baker
2023,Steelers,,trenton thompson b 1997-12-18,placed on ir with neck injury,,,,1/10/2024,,trenton thompson b --
2023,Lions,,james mitchell,placed on ir with surgery on hand (out for season),,,,1/13/2024,,james mitchell
2023,Lions,,jerry jacobs b 1997-09-26,placed on ir with hamstring injury,,,,1/13/2024,,jerry jacobs b --
2023,Ravens,,damarion williams,placed on ir with undisclosed injury,,,,1/15/2024,,damarion williams
2023,Texans,,noah brown,placed on ir with shoulder injury,,,,1/15/2024,,noah brown
2023,Chiefs,,cam jones,placed on ir with chest injury,,,,1/17/2024,,cam jones
2023,49ers,,clelin ferrell,placed on ir with knee injury,,,,1/20/2024,,clelin ferrell
2023,Lions,,brock wright,placed on ir with forearm injury,,,,1/24/2024,,brock wright
2023,Chiefs,,derrick nnadi,placed on ir with triceps injury,,,,1/27/2024,,derrick nnadi
2023,Chiefs,,charles omenihu,placed on ir with torn acl in knee,,,,2/7/2024,,charles omenihu
2023,Chiefs,,joe thuney,placed on ir with pectoral injury,,,,2/10/2024,,joe thuney
2024,Eagles,,leraven clark,placed on ir with undisclosed injury,,,,5/3/2024,,leraven clark
2024,Packers,,thyrick pitts,placed on ir,,,,5/7/2024,,thyrick pitts
2024,Giants,,deon jackson,placed on ir,,,,5/13/2024,,deon jackson
2024,Panthers,,ilm manning,placed on ir,,,,5/13/2024,,ilm manning
2024,Panthers,,raequan williams,placed on ir,,,,5/13/2024,,raequan williams
2024,Panthers,,spencer brown b 1998-11-13,placed on ir,,,,5/13/2024,,spencer brown b --
2024,Jaguars,,wayne ruby jr,placed on ir,,,,5/16/2024,,wayne ruby jr
2024,Steelers,,keilahn harris,placed on ir,,,,5/22/2024,,keilahn harris
2024,Falcons,,tucker fisk,placed on ir,,,,5/23/2024,,tucker fisk
2024,Texans,,marcus haynes,placed on ir,,,,5/29/2024,,marcus haynes
2024,Jets,,markese stepp,placed on ir,,,,5/30/2024,,markese stepp
2024,Giants,,gary brightwell,placed on ir,,,,5/31/2024,,gary brightwell
2024,Buccaneers,,deven thompkins,placed on ir,,,,6/3/2024,,deven thompkins
2024,Steelers,,luqman barcoo  luq barcoo,placed on ir,,,,6/4/2024,,luqman barcoo luq barcoo
2024,Colts,,daniel scott,placed on ir with torn achilles tendon,,,,6/6/2024,,daniel scott
2024,Jaguars,,david white jr,placed on ir,,,,6/6/2024,,david white jr
2024,Lions,,craig james b 1996-04-29,placed on ir,,,,6/11/2024,,craig james b --
2024,Seahawks,,buddha jones,placed on ir,,,,6/12/2024,,buddha jones
2024,Jaguars,,chandler brewer,placed on ir with undisclosed injury,,,,6/14/2024,,chandler brewer
2024,Giants,,chase cota,placed on ir,,,,6/18/2024,,chase cota
2024,Packers,,alex mcgough,placed on ir,,,,7/20/2024,,alex mcgough
2024,Dolphins,,tahj washington,placed on ir with undisclosed injury,,,,7/23/2024,,tahj washington
2024,Texans,,jared wayne,placed on ir,,,,7/23/2024,,jared wayne
2024,Cardinals,,carter odonnell,placed on ir,,,,7/24/2024,,carter odonnell
2024,Lions,,matt farniok,placed on ir,,,,7/25/2024,,matt farniok
2024,Vikings,,mekhi blackmon,placed on ir with torn acl in knee,,,,7/25/2024,,mekhi blackmon
2024,Panthers,,cam sims,placed on ir,,,,7/26/2024,,cam sims
2024,Panthers,,popo aumavae,placed on ir,,,,7/26/2024,,popo aumavae
2024,Raiders,,jacob johanning  jake johanning,placed on ir,,,,7/26/2024,,jacob johanning jake johanning
2024,Rams,,derion kendrick,placed on ir with torn acl in knee,,,,7/26/2024,,derion kendrick
2024,Lions,,michael badgley  mike badgley,placed on ir with hamstring injury,,,,7/27/2024,,michael badgley mike badgley
2024,Saints,,justin herron,placed on ir with knee injury,,,,7/28/2024,,justin herron
2024,Browns,,brian allen b 1995-10-11,placed on ir with calf injury,,,,7/29/2024,,brian allen b --
2024,Ravens,,malik hamm,placed on ir with knee injury,,,,7/30/2024,,malik hamm
2024,Raiders,,darien butler,placed on ir,,,,7/31/2024,,darien butler
2024,Broncos,,quinn bailey,placed on ir with leg injury,,,,8/1/2024,,quinn bailey
2024,Browns,,charlie thomas iii,placed on ir with knee injury,,,,8/1/2024,,charlie thomas iii
2024,Lions,,netane muti,placed on ir with upper body injury,,,,8/1/2024,,netane muti
2024,Panthers,,daewood davis,placed on ir,,,,8/1/2024,,daewood davis
2024,Panthers,,stephen sullivan,placed on ir with quadriceps injury,,,,8/1/2024,,stephen sullivan
2024,Buccaneers,,iosua opeta  sua opeta,placed on ir with torn acl in knee,,,,8/2/2024,,iosua opeta sua opeta
2024,Saints,,tommy hudson,placed on ir,,,,8/2/2024,,tommy hudson
2024,Steelers,,david perales,placed on ir,,,,8/2/2024,,david perales
2024,Cowboys,,corey crooms,placed on ir,,,,8/3/2024,,corey crooms
2024,Jets,,marcus riley b,placed on ir,,,,8/3/2024,,marcus riley b
2024,Patriots,,tyrone wheatley jr,placed on ir,,,,8/3/2024,,tyrone wheatley jr
2024,Texans,,charlie heck,placed on ir,,,,8/3/2024,,charlie heck
2024,Eagles,,mccallan castles,placed on ir,,,,8/4/2024,,mccallan castles
2024,Panthers,,curtis hodges,placed on ir,,,,8/4/2024,,curtis hodges
2024,Saints,,jermaine jackson,placed on ir,,,,8/4/2024,,jermaine jackson
2024,Texans,,jaylon thomas,placed on ir,,,,8/4/2024,,jaylon thomas
2024,49ers,,pat elflein,placed on ir with calf injury,,,,8/5/2024,,pat elflein
2024,Bills,,david ugwoegbu,placed on ir,,,,8/5/2024,,david ugwoegbu
2024,Cardinals,,bj ojulari,placed on ir with torn acl in knee (out for season),,,,8/5/2024,,bj ojulari
2024,Jaguars,,josh pederson,placed on ir,,,,8/5/2024,,josh pederson
2024,Panthers,,kemoko turay,placed on ir,,,,8/5/2024,,kemoko turay
2024,Patriots,,jake andrews,placed on ir with undisclosed,,,,8/5/2024,,jake andrews
2024,49ers,,malik turner,placed on ir with undisclosed,,,,8/6/2024,,malik turner
2024,Giants,,jashaun corbin,placed on ir,,,,8/6/2024,,jashaun corbin
2024,Panthers,,devin carter,placed on ir,,,,8/6/2024,,devin carter
2024,Saints,,chandler brewer,placed on ir with undisclosed,,,,8/6/2024,,chandler brewer
2024,Bengals,,cameron sample  cam sample,placed on ir with torn achilles tendon (out for season),,,,8/7/2024,,cameron sample cam sample
2024,Broncos,,ronnie perkins,placed on ir,,,,8/7/2024,,ronnie perkins
2024,Colts,,wesley french,placed on ir with surgery on ankle,,,,8/7/2024,,wesley french
2024,Commanders,,alex akingbulu,placed on ir,,,,8/7/2024,,alex akingbulu
2024,Cowboys,,sam williams degarrick,"placed on ir with torn acl, mcl in knee (out for season)",,,,8/7/2024,,sam williams degarrick
2024,Jaguars,,gregory junior,placed on ir,,,,8/7/2024,,gregory junior
2024,Panthers,,jd direnzo,placed on ir,,,,8/7/2024,,jd direnzo
2024,Raiders,,tomari fox,placed on ir,,,,8/7/2024,,tomari fox
2024,Seahawks,,joshua onujiogu  josh onujiogu,placed on ir,,,,8/7/2024,,joshua onujiogu josh onujiogu
2024,49ers,,terique owens,placed on ir,,,,8/8/2024,,terique owens
2024,Buccaneers,,silas dzansi,placed on ir with knee injury,,,,8/8/2024,,silas dzansi
2024,Jets,,hamze el-zayat,placed on ir,,,,8/8/2024,,hamze el-zayat
2024,Packers,,don callis,placed on ir,,,,8/8/2024,,don callis
2024,Packers,,rory starkey,placed on ir,,,,8/8/2024,,rory starkey
2024,Seahawks,,marcus simms,placed on ir,,,,8/8/2024,,marcus simms
2024,Steelers,,tyler murray,placed on ir,,,,8/8/2024,,tyler murray
2024,Falcons,,rondale moore,placed on ir with knee injury (out for season),,,,8/8/2024,,rondale moore
2024,49ers,,austin bryant,placed on ir with foot injury,,,,8/9/2024,,austin bryant
2024,Jaguars,,deshaan dixon,placed on ir,,,,8/9/2024,,deshaan dixon
2024,Steelers,,nathan meadors  nate meadors,placed on ir,,,,8/9/2024,,nathan meadors nate meadors
2024,Dolphins,,kion smith,placed on ir with torn acl in knee,,,,8/10/2024,,kion smith
2024,Seahawks,,matthew gotel  matt gotel,placed on ir,,,,8/10/2024,,matthew gotel matt gotel
2024,Steelers,,breiden fehoko,placed on ir with shoulder injury,,,,8/10/2024,,breiden fehoko
2024,Falcons,,bralen trice,placed on ir with torn acl in knee,,,,8/11/2024,,bralen trice
2024,Falcons,,harrison hand,placed on ir with knee injury,,,,8/11/2024,,harrison hand
2024,Lions,,nate lynn,placed on ir with shoulder injury,,,,8/11/2024,,nate lynn
2024,Dolphins,,cameron brown  cam brown a,placed on ir with undisclosed injury,,,,8/12/2024,,cameron brown cam brown a
2024,Dolphins,,grayson murphy,placed on ir with knee injury,,,,8/12/2024,,grayson murphy
2024,Jets,,jimmy ciarlo,placed on ir,,,,8/12/2024,,jimmy ciarlo
2024,Lions,,connor galvin,placed on ir,,,,8/12/2024,,connor galvin
2024,Panthers,,deven thompkins,placed on ir,,,,8/12/2024,,deven thompkins
2024,49ers,,frank darby,placed on ir,,,,8/13/2024,,frank darby
2024,Bills,,chase claypool,placed on ir with toe injury,,,,8/13/2024,,chase claypool
2024,Bills,,shane buechele,placed on ir with neck injury (out for season),,,,8/13/2024,,shane buechele
2024,Browns,,vincent gray,placed on ir,,,,8/13/2024,,vincent gray
2024,Colts,,trent pennix,placed on ir,,,,8/13/2024,,trent pennix
2024,Falcons,,robert burns b 1998-09-25,placed on ir,,,,8/13/2024,,robert burns b --
2024,Jets,,myles jones,placed on ir,,,,8/13/2024,,myles jones
2024,Lions,,antoine green,placed on ir,,,,8/13/2024,,antoine green
2024,Patriots,,john morgan iii,placed on ir,,,,8/13/2024,,john morgan iii
2024,Steelers,,kalon barnes,placed on ir,,,,8/13/2024,,kalon barnes
2024,Raiders,,keelan doss,placed on ir,,,,8/13/2024,,keelan doss
2024,Bills,,bryan thompson,placed on ir,,,,8/14/2024,,bryan thompson
2024,Lions,,daron gilbert,placed on ir,,,,8/14/2024,,daron gilbert
2024,Steelers,,tarik black,placed on ir,,,,8/14/2024,,tarik black
2024,Vikings,,jabril cox,placed on ir,,,,8/14/2024,,jabril cox
2024,Colts,,ethan fernea,placed on ir,,,,8/15/2024,,ethan fernea
2024,Cowboys,,shaka toney,placed on ir,,,,8/15/2024,,shaka toney
2024,Falcons,,jakeem grant,placed on ir with hamstring injury,,,,8/15/2024,,jakeem grant
2024,Giants,,elijah riley,placed on ir with concussion,,,,8/15/2024,,elijah riley
2024,Lions,,morice norris jr,placed on ir,,,,8/15/2024,,morice norris jr
2024,Seahawks,,nathan pickering,placed on ir,,,,8/15/2024,,nathan pickering
2024,Steelers,,grayland arnold,placed on ir with calf injury,,,,8/15/2024,,grayland arnold
2024,Panthers,,nash jensen,placed on ir,,,,8/16/2024,,nash jensen
2024,Titans,,marlon davidson,placed on ir with biceps injury,,,,8/16/2024,,marlon davidson
2024,Vikings,,jj mccarthy,placed on ir recovering from surgery on knee (out for season),,,,8/16/2024,,jj mccarthy
2024,Browns,,brady breeze,placed on ir,,,,8/17/2024,,brady breeze
2024,Eagles,,tyler hall,placed on ir with undisclosed,,,,8/17/2024,,tyler hall
2024,Giants,,tyree jackson,placed on ir,,,,8/17/2024,,tyree jackson
2024,Eagles,,mekhi garner,placed on ir,,,,8/18/2024,,mekhi garner
2024,Jets,,malik taylor,placed on ir with undisclosed injury,,,,8/18/2024,,malik taylor
2024,Bengals,,chris evans,placed on ir with torn patellar tendon in knee,,,,8/19/2024,,chris evans
2024,Bengals,,dante smith,placed on ir with patellar injury,,,,8/19/2024,,dante smith
2024,Browns,,hakeem adeniji,placed on ir with knee injury,,,,8/19/2024,,hakeem adeniji
2024,Colts,,ryan coll a,placed on ir with shoulder injury,,,,8/19/2024,,ryan coll a
2024,Cowboys,,earl bostick jr,placed on ir with surgery on right leg,,,,8/19/2024,,earl bostick jr
2024,Dolphins,,sean harlow,placed on ir with undisclosed injury,,,,8/19/2024,,sean harlow
2024,Dolphins,,willie snead iv,placed on ir with undisclosed injury,,,,8/19/2024,,willie snead iv
2024,Giants,,yodny cajuste,placed on ir with undisclosed injury,,,,8/19/2024,,yodny cajuste
2024,Panthers,,anthony brown shaquille,placed on ir with thumb injury,,,,8/19/2024,,anthony brown shaquille
2024,Panthers,,jake luton,placed on ir with undisclosed injury,,,,8/19/2024,,jake luton
2024,Chiefs,,mckade mettauer,placed on ir,,,,8/20/2024,,mckade mettauer
2024,Colts,,josh sills,placed on ir,,,,8/20/2024,,josh sills
2024,Dolphins,,ezekiel vandenburgh  zeke vandenburgh,placed on ir,,,,8/20/2024,,ezekiel vandenburgh zeke vandenburgh
2024,Giants,,ryder anderson,placed on ir,,,,8/20/2024,,ryder anderson
2024,Lions,,malik jefferson,placed on ir with undisclosed injury,,,,8/20/2024,,malik jefferson
2024,Lions,,trequan smith,placed on ir with undisclosed injury,,,,8/20/2024,,trequan smith
2024,Panthers,,lamar jackson b 1998-04-13,placed on ir,,,,8/20/2024,,lamar jackson b --
2024,Panthers,,tayvion robinson,placed on ir,,,,8/20/2024,,tayvion robinson
2024,Patriots,,jaquae jackson,placed on ir with knee injury,,,,8/20/2024,,jaquae jackson
2024,Steelers,,nate herbig,placed on ir with torn rotator cuff in shoulder,,,,8/20/2024,,nate herbig
2024,Titans,,garret wallow,placed on ir with torn pectoral muscle,,,,8/20/2024,,garret wallow
2024,Bears,,freddie swain,placed on ir with undisclosed injury,,,,8/21/2024,,freddie swain
2024,Commanders,,ben nikkel,placed on ir,,,,8/21/2024,,ben nikkel
2024,Commanders,,keandre jones,placed on ir,,,,8/21/2024,,keandre jones
2024,Giants,,dennis houston,placed on ir,,,,8/21/2024,,dennis houston
2024,Packers,,jarveon howard,placed on ir,,,,8/21/2024,,jarveon howard
2024,Texans,,dalton keene b 1999-04-14,placed on ir with knee injury,,,,8/21/2024,,dalton keene b --
2024,Browns,,brandon bouyer-randle,placed on ir,,,,8/22/2024,,brandon bouyer-randle
2024,Chiefs,,jaaron hayek,placed on ir,,,,8/22/2024,,jaaron hayek
2024,Raiders,,jeff foreman,placed on ir,,,,8/22/2024,,jeff foreman
2024,Saints,,sincere haynesworth,placed on ir,,,,8/22/2024,,sincere haynesworth
2024,Vikings,,jeremy flax,placed on ir,,,,8/22/2024,,jeremy flax
2024,Vikings,,najee thompson,placed on ir,,,,8/22/2024,,najee thompson
2024,49ers,,tayler hawkins,placed on ir,,,,8/23/2024,,tayler hawkins
2024,Panthers,,badara traore,placed on ir,,,,8/23/2024,,badara traore
2024,Vikings,,trey knox,placed on ir,,,,8/23/2024,,trey knox
2024,Bears,,ian wheeler,placed on ir with torn acl in knee,,,,8/24/2024,,ian wheeler
2024,Bears,,nsimba webster,placed on ir with groin injury,,,,8/24/2024,,nsimba webster
2024,Bills,,dee delaney,placed on ir with knee injury,,,,8/25/2024,,dee delaney
2024,Bills,,terrell burgess,placed on ir with hamstring injury,,,,8/25/2024,,terrell burgess
2024,Dolphins,,anthony schwartz,placed on ir with left knee injury,,,,8/25/2024,,anthony schwartz
2024,49ers,,elijah mitchell b,placed on ir with hamstring injury,,,,8/27/2024,,elijah mitchell b
2024,49ers,,kalia davis,placed on ir with knee injury,,,,8/27/2024,,kalia davis
2024,Bears,,dante pettis,placed on ir with undisclosed injury,,,,8/27/2024,,dante pettis
2024,Bears,,jacob martin  jake martin,placed on ir,,,,8/27/2024,,jacob martin jake martin
2024,Bears,,larry borom,placed on ir,,,,8/27/2024,,larry borom
2024,Bengals,,brad robbins,placed on ir,,,,8/27/2024,,brad robbins
2024,Bengals,,myles murphy a,placed on ir,,,,8/27/2024,,myles murphy a
2024,Bills,,darrynton evans,placed on ir with hamstring injury,,,,8/27/2024,,darrynton evans
2024,Bills,,matt milano,placed on ir,,,,8/27/2024,,matt milano
2024,Bills,,travis clayton,placed on ir with right shoulder injury,,,,8/27/2024,,travis clayton
2024,Broncos,,damarri mathis,placed on ir,,,,8/27/2024,,damarri mathis
2024,Browns,,luke wypler,placed on ir with fractured right ankle,,,,8/27/2024,,luke wypler
2024,Buccaneers,,chase edmonds,placed on ir with knee injury,,,,8/27/2024,,chase edmonds
2024,Buccaneers,,rakim jarrett,placed on ir with undisclosed injury,,,,8/27/2024,,rakim jarrett
2024,Cardinals,,christian jones b,placed on ir,,,,8/27/2024,,christian jones b
2024,Cardinals,,darius robinson,placed on ir,,,,8/27/2024,,darius robinson
2024,Cardinals,,tony jones jr,placed on ir with shoulder injury,,,,8/27/2024,,tony jones jr
2024,Chargers,,bucky williams,placed on ir with undisclosed injury,,,,8/27/2024,,bucky williams
2024,Chargers,,chris collins b,placed on ir with undisclosed injury,,,,8/27/2024,,chris collins b
2024,Chargers,,chris rumph ii,placed on ir with foot injury,,,,8/27/2024,,chris rumph ii
2024,Chargers,,nick niemann,placed on ir with undisclosed injury,,,,8/27/2024,,nick niemann
2024,Chargers,,tyler mclellan,placed on ir with leg injury,,,,8/27/2024,,tyler mclellan
2024,Colts,,cameron mcgrone,placed on ir,,,,8/27/2024,,cameron mcgrone
2024,Colts,,jelani woods,placed on ir with toe injury,,,,8/27/2024,,jelani woods
2024,Colts,,juwann winfree,placed on ir with undisclosed injury,,,,8/27/2024,,juwann winfree
2024,Colts,,samson ebukam,placed on ir with torn achilles tendon,,,,8/27/2024,,samson ebukam
2024,Commanders,,jordan magee,placed on ir with knee injury,,,,8/27/2024,,jordan magee
2024,Commanders,,norell pollard,placed on ir with undisclosed injury,,,,8/27/2024,,norell pollard
2024,Commanders,,taylor stallworth,placed on ir with hamstring injury,,,,8/27/2024,,taylor stallworth
2024,Cowboys,,daron bland,placed on ir with foot injury,,,,8/27/2024,,daron bland
2024,Cowboys,,nathan thomas,placed on ir with undisclosed injury,,,,8/27/2024,,nathan thomas
2024,Dolphins,,cam smith marquise jani,placed on ir with hamstring injury,,,,8/27/2024,,cam smith marquise jani
2024,Dolphins,,river cracraft,placed on ir with upper body injury,,,,8/27/2024,,river cracraft
2024,Dolphins,,wyatt ray,placed on ir with undisclosed injury,,,,8/27/2024,,wyatt ray
2024,Eagles,,ainias smith,placed on ir with ankle injury,,,,8/27/2024,,ainias smith
2024,Eagles,,albert okwuegbunam,placed on ir with core muscle injury,,,,8/27/2024,,albert okwuegbunam
2024,Falcons,,demarcco hellams,placed on ir,,,,8/27/2024,,demarcco hellams
2024,Giants,,isaiah mckenzie,placed on ir with various injuries,,,,8/27/2024,,isaiah mckenzie
2024,Giants,,matthew adams  matt adams,placed on ir,,,,8/27/2024,,matthew adams matt adams
2024,Jaguars,,andrew wingard,placed on ir with knee injury,,,,8/27/2024,,andrew wingard
2024,Jaguars,,keilan robinson,placed on ir with toe injury,,,,8/27/2024,,keilan robinson
2024,Jets,,kenny yeboah,placed on ir with groin injury,,,,8/27/2024,,kenny yeboah
2024,Jets,,leki fotu,placed on ir with undisclosed injury,,,,8/27/2024,,leki fotu
2024,Lions,,brodric martin,placed on ir,,,,8/27/2024,,brodric martin
2024,Lions,,emmanuel moseley,placed on ir with pectoral injury,,,,8/27/2024,,emmanuel moseley
